name,address,city,phone,email,website,description,source_url,country,crawl_timestamp
Zimbabwe Academy of Dental Nursing (ZADENU) C/o Dr (Dr) Farayi Shakespeare Moyana (PhD),,,,,https://thedirectory.co.zw/company.cfm?companyid=13300,"The Zimbabwe Academy of Dental Nursing, Affiliated to the Harare Institute of Technology (University).",https://thedirectory.co.zw/company.cfm?companyid=13300,Zimbabwe,2025-12-03T16:46:45.743767
Borrowdale Dental Surgery,,,,,https://thedirectory.co.zw/company.cfm?companyid=7119,GENERAL DENTISTRY & ORTHODONTIC dentists.,https://thedirectory.co.zw/company.cfm?companyid=7119,Zimbabwe,2025-12-03T16:46:47.184219
"Dr. Markarian, Ruzanne",,,,,https://thedirectory.co.zw/company.cfm?companyid=922,Dental Surgery,https://thedirectory.co.zw/company.cfm?companyid=922,Zimbabwe,2025-12-03T16:46:49.165373
Dr. Arevshatian Art,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=7975,Zimbabwe,2025-12-03T16:46:49.315828
Dr(Dr) Farayi Shakespeare Moyana (PhD),,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6371,Zimbabwe,2025-12-03T16:46:49.320143
"Dr. Siam, K.",,,,,,,https://thedirectory.co.zw/company.cfm?companyid=7410,Zimbabwe,2025-12-03T16:46:49.323642
Zimbabwe Academy of Dental Nursing (ZADENU) C/o Dr (Dr) Farayi Shakespeare Moyana (PhD),,,,,,,https://thedirectory.co.zw/company.cfm?companyid=13300,Zimbabwe,2025-12-03T16:46:49.327985
Borrowdale Dental Surgery,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=7119,Zimbabwe,2025-12-03T16:46:49.332554
Kensington Dental Clinic,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=10392,Zimbabwe,2025-12-03T16:46:49.336569
"Dr. Mashava, Deluxe.",,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15344,Zimbabwe,2025-12-03T16:46:49.340515
